text1,text2,score
I am coding a project,The movie was boring,0.1
The movie was boring,I feel excited,0.35
I am watching a movie,It is raining today,0.43
It is windy today,I am happy,0.3
I feel excited,It is cloudy today,0.37
It is humid today,The weather is hot,0.91
The food tastes great,I love listening to music,0.59
The bed is comfortable,I am reading a book,0.15
I am coding a project,I am going to the gym,0.83
I am learning something new,I am studying for exams,0.34
The food tastes great,I am reading a book,0.36
The weather is cold,I am feeling great,0.36
I am studying for exams,I feel excited,0.46
It might snow today,It is windy today,0.86
The computer is running,I am feeling great,0.46
It is windy today,It is windy today,0.89
It is sunny today,The weather is hot,0.99
I am studying for exams,The movie was boring,0.04
I am happy,I am a bit upset,0.87
The bed is comfortable,I am going to the gym,0.02
I feel excited,I am sad,0.57
I am studying for exams,The food tastes great,0.35
The movie was boring,I love listening to music,0.69
I feel excited,The weather is hot,0.35
The movie was boring,The food tastes great,0.96
The computer is running,I am learning something new,0.54
I feel excited,I feel excited,0.9
I am cleaning my room,It is windy today,0.08
I am going to the gym,I am cleaning my room,0.77
I am feeling great,I am cooking dinner,0.5
It is sunny today,It is windy today,0.78
I am playing football,I am reading a book,0.68
I am reading a book,The bed is comfortable,0.49
I feel excited,I am sad,0.93
I am coding a project,The computer is running,0.1
I am tired,I am sad,0.89
I feel nervous,I am tired,0.62
It is cloudy today,I am studying for exams,0.07
I love listening to music,The weather is hot,0.42
I am cleaning my room,I am feeling great,0.32
The bed is comfortable,I am studying for exams,0.11
I am coding a project,I am going to the gym,0.75
The computer is running,The food tastes great,0.6
I am coding a project,I am studying for exams,0.69
I am learning something new,I am watching a movie,0.28
I am happy,I am scared,0.51
It is windy today,It is windy today,0.6
I feel nervous,I am tired,0.57
The weather is hot,I am playing football,0.34
It is raining today,I am watching a movie,0.46
I am tired,I am reading a book,0.11
I am cleaning my room,I am studying for exams,0.96
I am scared,I feel excited,0.55
It is raining today,I am reading a book,0.03
I am feeling great,I am feeling great,0.64
I am cleaning my room,I am watching a movie,1.0
I am cooking dinner,It is humid today,0.44
I am studying for exams,It might snow today,0.46
I am studying for exams,I am going to the gym,0.83
I am tired,I love listening to music,0.09
I am happy,I love listening to music,0.3
It might snow today,I am watching a movie,0.28
I am tired,I am happy,0.66
I am watching a movie,I am happy,0.43
The weather is hot,I am playing football,0.31
I am going to the gym,I am happy,0.47
I am studying for exams,I am playing football,0.54
I am happy,The weather is hot,0.25
The movie was boring,The bed is comfortable,0.76
It is sunny today,It might snow today,0.57
I am going to the gym,I am cooking dinner,0.91
It is sunny today,It is windy today,0.57
I feel nervous,I feel excited,0.79
The weather is cold,I am watching a movie,0.38
The weather is hot,I am playing football,0.16
I feel nervous,The computer is running,0.03
The movie was boring,I am learning something new,0.52
The movie was boring,I am tired,0.44
I am going to the gym,I am cooking dinner,0.67
I am going to the gym,I am reading a book,0.63
The food tastes great,The food tastes great,0.63
I am a bit upset,The weather is hot,0.37
I love listening to music,The movie was boring,0.72
I am coding a project,I am watching a movie,0.79
I am watching a movie,The weather is cold,0.02
I am cleaning my room,I am learning something new,0.13
I am coding a project,I am sad,0.44
The food tastes great,I love listening to music,0.91
I am playing football,I am cleaning my room,0.92
I am studying for exams,The bed is comfortable,0.31
The food tastes great,It is windy today,0.14
The bed is comfortable,I am cleaning my room,0.22
I am learning something new,The food tastes great,0.77
I am feeling great,I am scared,0.85
I am sad,I feel nervous,0.97
I am cleaning my room,It is humid today,0.45
I am reading a book,I am cleaning my room,0.6
It is raining today,The weather is cold,0.61
I am feeling great,I am cooking dinner,0.05
I am playing football,I am cleaning my room,0.63
The weather is cold,I am tired,0.17
I am reading a book,I am reading a book,0.95
The weather is hot,It is cloudy today,0.97
I am playing football,I am coding a project,0.84
I am scared,It is cloudy today,0.37
The bed is comfortable,I feel excited,0.23
I love listening to music,The movie was boring,0.54
I am studying for exams,The food tastes great,0.08
The movie was boring,The computer is running,0.84
I am tired,I am happy,0.99
I feel nervous,The bed is comfortable,0.45
The movie was boring,I am reading a book,0.15
I am a bit upset,I am scared,0.51
I am cooking dinner,I am cleaning my room,0.94
I am a bit upset,I am scared,0.59
I am playing football,It might snow today,0.46
I am sad,I feel excited,0.71
The computer is running,It is humid today,0.03
The weather is hot,It is cloudy today,0.59
I am feeling great,I am studying for exams,0.4
The weather is cold,I am cooking dinner,0.43
I am sad,The movie was boring,0.18
It is cloudy today,It is raining today,0.82
I am cleaning my room,It is windy today,0.03
I am cooking dinner,The computer is running,0.14
I am playing football,I love listening to music,0.44
The bed is comfortable,The computer is running,0.8
It is humid today,I feel nervous,0.24
I am cooking dinner,I am cleaning my room,0.8
The computer is running,The movie was boring,0.7
I am sad,I am going to the gym,0.46
I am coding a project,I am going to the gym,0.99
I feel excited,The food tastes great,0.16
It is raining today,It is raining today,0.7
The food tastes great,It might snow today,0.39
I am scared,I am sad,0.74
I am studying for exams,I am sad,0.25
I feel excited,It is humid today,0.23
I am studying for exams,It is cloudy today,0.03
The weather is cold,I am feeling great,0.12
I am learning something new,The food tastes great,0.71
It is humid today,It is sunny today,0.55
The bed is comfortable,It might snow today,0.4
I am sad,I am happy,0.86
It is humid today,It is raining today,0.78
The computer is running,I feel nervous,0.49
I am learning something new,I am studying for exams,0.23
The food tastes great,It is cloudy today,0.08
I am a bit upset,I am learning something new,0.36
I am playing football,I am playing football,0.71
The weather is cold,I am playing football,0.46
The bed is comfortable,The computer is running,0.56
The bed is comfortable,I am cooking dinner,0.45
It is humid today,The weather is cold,0.85
It is raining today,It is sunny today,0.89
The movie was boring,I am cooking dinner,0.03
I am learning something new,The movie was boring,0.52
The movie was boring,The food tastes great,0.63
I am learning something new,The bed is comfortable,0.7
I am reading a book,I love listening to music,0.2
I am learning something new,I am studying for exams,0.02
I am feeling great,I am learning something new,0.41
It is humid today,It is sunny today,0.73
I am happy,I am happy,0.94
I am tired,I am cleaning my room,0.23
I love listening to music,It is humid today,0.3
The weather is hot,I am learning something new,0.01
It is cloudy today,It is humid today,0.54
It is cloudy today,The weather is cold,0.78
It is raining today,It is humid today,0.73
It is humid today,It is cloudy today,0.68
I feel excited,I am happy,0.55
I am playing football,I feel excited,0.14
It might snow today,The food tastes great,0.38
The food tastes great,The food tastes great,0.88
I am cleaning my room,The bed is comfortable,0.01
I am feeling great,I feel nervous,0.91
It is cloudy today,It might snow today,0.72
I love listening to music,It is windy today,0.12
I feel excited,I am learning something new,0.31
I am cleaning my room,The food tastes great,0.34
It is raining today,It is windy today,0.91
The computer is running,It is cloudy today,0.07
I am playing football,The computer is running,0.08
I am going to the gym,The bed is comfortable,0.49
I am a bit upset,The movie was boring,0.29
The computer is running,It is sunny today,0.23
It is raining today,The weather is cold,0.59
It is cloudy today,It might snow today,0.67
I am going to the gym,It is raining today,0.13
I am playing football,I am cleaning my room,0.54
I am feeling great,The weather is cold,0.33
I am scared,I feel excited,0.92
I am learning something new,I am going to the gym,0.5
It is sunny today,The food tastes great,0.07
I am cooking dinner,I am sad,0.33
It is windy today,I am coding a project,0.15
It is cloudy today,I love listening to music,0.3
I am scared,I am tired,0.56
The movie was boring,I am a bit upset,0.05
It is humid today,It is humid today,0.92
The computer is running,The movie was boring,0.8
The weather is cold,The weather is hot,0.86
The food tastes great,I am reading a book,0.44
It is sunny today,I am happy,0.29
The bed is comfortable,I love listening to music,0.99
I am happy,I am playing football,0.47
It is raining today,It is sunny today,0.57
I am a bit upset,I feel nervous,0.89
I love listening to music,I feel excited,0.09
The movie was boring,I am learning something new,0.84
I feel nervous,I am happy,0.89
I am cooking dinner,I am cleaning my room,0.72
I am a bit upset,I am cleaning my room,0.43
I am studying for exams,I am reading a book,0.99
The food tastes great,I am a bit upset,0.49
I feel excited,The movie was boring,0.15
I am coding a project,I am going to the gym,0.9
I love listening to music,I am reading a book,0.1
I feel excited,I am coding a project,0.28
I am sad,It is sunny today,0.29
It is sunny today,It is sunny today,0.92
I am happy,I am playing football,0.38
I am a bit upset,It is sunny today,0.42
I am sad,It is sunny today,0.08
I am a bit upset,I am happy,0.7
I am learning something new,The movie was boring,0.99
I am playing football,The food tastes great,0.25
I am watching a movie,I am going to the gym,0.64
I love listening to music,I am cooking dinner,0.33
The weather is cold,I am coding a project,0.32
I am watching a movie,I am cleaning my room,0.7
I am watching a movie,I am reading a book,0.97
I am coding a project,I am cooking dinner,0.89
It is raining today,The computer is running,0.47
I am watching a movie,It is windy today,0.39
I am cooking dinner,I am playing football,0.71
